Domain,Zone,Region,Branch_Name,Branch_Code,New_Member_Admission_August_2025,Member_Cancellation_August_2025,Borrower_August_2025,Fully_Paid_Borrower_August_2025,Reg_Loan_Recoverable_August_2025,Recovered_Regular_August_2025,Recovered_Due_August_2025,New_Due_Amount_August_2025,August_2025_Total Due,August_2025_Total_Due_Loanee,As_on_August_2025_Bad Loan_365,As_on_August_2025_Overdue_Loan_Outstanding,As_on_August_2025_Overdue_Loan_Outstanding,As on August_2025 Cummulative Loan Disbursement,As_on_August_2025_Cummulative_Loan_Collection
OP Domain Bogra,Bogra Central Zone,Dupchanchia Region,Dupchanchia Branch,951,64,43,63,41,4022572,3777475,104512,245097,16365058,1277,12928872,17496422,17496422,203961000,203317557
OP Domain Bogra,Sirajganj Zone,Nimgachi Region,Bhuiyagati Branch,952,25,35,40,49,2938889,2744005,40696,194884,6061166,604,3804155,7117663,7117663,149672000,140961822
OP Domain Natore,Pabna Zone,Pabna Region,Pabna Branch,953,40,36,55,50,3141280,2781590,43555,359689,8572253,822,6133040,10819370,10819370,139635000,130380935
OP Domain Rangpur,Rangpur Zone,Rangpur Region,Shapla Chattar Branch,954,64,41,108,83,6099553,5818933,42634,280620,5951604,651,4011906,7356904,7356904,224279000,203025861
OP Domain Rangpur,Polashbari Zone,Polashbari Region,Fashitola Branch,955,43,19,60,47,3927267,3672732,69402,254535,7218218,598,4733847,8289467,8289467,156470000,140094766
OP Domain Rangpur,Rangpur Zone,Modern Region,Medical More Branch,956,52,43,119,103,7010301,6606337,22743,403965,5704273,658,3223900,7412718,7412718,260362000,233293684
OP Domain Natore,Natore Zone,Natore Region,Dighapathia Branch,957,40,22,46,31,3209999,3086458,126711,123541,10324280,780,9069707,10938978,10938978,131530000,118339690
OP Domain Rajshahi,Naogaon Zone,Hapania Region,Baludanga Branch,958,36,22,48,40,3301547,3016605,43484,284942,14359503,1041,12067720,15527297,15527297,146900000,136546272
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,Bornali Branch,959,42,47,67,61,3430394,3206417,25749,223978,7107929,773,5229320,8672989,8672989,156143000,143231247
OP Domain Rajshahi,Rajshahi Zone,Coart Region,Paba Branch,960,39,39,75,79,3563276,3187310,88782,375966,12254051,1168,8701434,14025560,14025560,150988000,134345102
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,Khorkhori Branch,961,52,41,80,70,3878839,3725158,59394,153681,5331570,577,4218731,6094449,6094449,166176000,150923852
OP Domain Bogra,Bogra North Zone,Mohasthan Region,Pirgacha Branch,962,34,28,63,59,5291745,4762905,207439,528840,10574158,960,6039718,12920175,12920175,209729000,178759914
OP Domain Bogra,Joypurhat Zone,Kalai Region,Kichok Branch,963,39,36,88,83,5346692,5030748,116480,315944,9471939,858,6905149,11332574,11332574,240460000,216999214
OP Domain Bogra,Bogra North Zone,Mohasthan Region,Bogura Humanity Branch,964,4,1,13,8,245279,188591,27696,56687,677776,136,192691,1311935,1311935,6220000,4121029
OP Domain Sylhet,Sylhet Zone,Biswanath Region,Saidpur-4,965,62,5,67,0,3370531,3370531,0,0,0,0,0,0,0,48332000,13807103
OP Domain Mymensingh,Gazipur Zone,Valuka Region,Shibganj-4,966,44,6,39,2,1434921,1434921,0,0,0,0,0,0,0,20610000,5256639
OP Domain Mymensingh,Gazipur Zone,Valuka Region,Gafargaon,967,44,3,39,1,1505956,1505956,0,0,0,0,0,0,0,21375000,5280139
OP Domain Mymensingh,Gazipur Zone,Trishal Region,Asim Bazar,968,42,4,41,1,1572123,1572123,0,0,0,0,0,0,0,21370000,5454388
OP Domain Mymensingh,Netrokona Zone,Mymensingh Region,Dapunia-2,969,49,1,42,0,1265246,1265246,0,0,0,0,0,0,0,18300000,4504291
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,Madarganj,970,44,4,34,0,1659184,1659184,0,0,0,0,0,0,0,25340000,5326756
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,Hazrabari,971,51,11,40,0,1272994,1272994,0,0,0,0,0,0,0,19675000,3813311
OP Domain Dinajpur,Syedpur Zone,Syedpur Region,Saidpur-5,972,62,45,101,88,5535387,5299331,28321,236056,8670068,880,276729,9522201,9522201,114899000,66906277
OP Domain Dinajpur,Syedpur Zone,Nilfamari Region,Nilphamari-2,973,57,55,132,131,6839176,6737853,14550,101323,4576196,515,0,4934033,4934033,127456000,76533106
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,Kaharul-2,974,65,48,118,100,4912700,4734071,43219,178629,4125999,479,0,5102504,5102504,95009000,56468349
OP Domain Dinajpur,Panchogor Zone,Panchogor Region,Zagdal-2,975,44,39,92,87,5595054,5206994,32689,388059,12205097,1126,52925,13434053,13434053,119755000,70566295
OP Domain Dinajpur,Dinajpur Zone,Ambari Region,Ambari-3,976,63,46,114,89,5253797,4851827,47764,401970,6115990,530,95739,7469331,7469331,105868000,58658740
OP Domain Dinajpur,Dinajpur Zone,Shikdarhat Region,Birol-2,977,60,53,126,116,6424029,6240510,24438,183519,4293076,420,79645,4935724,4935724,115545000,66920861
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Banglabazar-3,978,60,46,107,96,7343972,6987397,17161,356575,6485387,686,536006,8176778,8176778,145740000,84557554
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,Derai-2,979,50,35,73,54,8122028,8009772,35870,112256,2050714,218,131022,2538617,2538617,148841000,83360992
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,Jawabazar-2,980,84,62,115,86,10377386,10325006,23094,52380,589347,62,0,913388,913388,178880000,102318946
OP Domain Natore,Puthia Zone,Taherpur Region,Madhnagor,981,62,55,109,92,6248713,6083084,59207,165629,4043180,358,85160,4913481,4913481,121185000,63458897
OP Domain Natore,Chatmohor Zone,Bonpara Region,Muladuli,982,56,44,81,71,4359490,4055399,59451,304091,7526968,640,108617,8532576,8532576,94543000,55325370
OP Domain Sylhet,Sylhet Zone,Biswanath Region,Biswanath-2,983,63,53,108,99,7127243,6944923,72193,182320,4439886,416,40812,5210500,5210500,137615000,80670579
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Boropool,984,57,48,93,80,6875686,6434417,19532,441269,6891795,552,30769,8592091,8592091,137683000,78558537
OP Domain Chittagaon,Chittagong North Zone,Kumira Region,Sandwip,985,56,45,88,77,7937151,7828883,60462,108268,1179600,90,0,1690754,1690754,144713000,83008975
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Khulshi,986,58,36,78,63,6167096,5678893,48038,488203,8536565,684,674665,10872636,10872636,119392000,65758028
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Bandar Tila,987,58,44,92,83,7235670,7095221,50990,140449,3742062,364,0,4278120,4278120,138625000,77521374
OP Domain Bogra,Bogra Central Zone,Central Region,Godarpara-2,988,72,68,151,147,8878263,8493021,60701,385243,6566319,501,830871,8072573,8072573,198881000,113919249
OP Domain Bogra,Bogra Central Zone,Banani Region,Ashekpur-02,989,46,42,92,77,7159041,6266852,89159,892188,10980664,738,2682763,17487930,17487930,192580000,103945345
OP Domain Bogra,Bogra Central Zone,Banani Region,Banani-02,990,50,32,83,78,7284049,6709754,49149,574294,5670549,234,140306,8339011,8339011,171484000,94662053
OP Domain Rangpur,Rangpur Zone,Modern Region,Mirbagh,991,74,52,135,119,8204548,8065078,9987,139470,2322008,213,0,3079237,3079237,149620000,85301369
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,Rajabirat-2,992,60,41,139,107,5273752,5127113,47882,146639,3689726,371,118000,4297142,4297142,107962000,60160015
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,Domarhat,993,53,36,94,75,6742391,6583473,38284,158918,4974140,254,0,5819792,5819792,129733000,75302086
OP Domain Rangpur,Lalmonirhat Zone,Kaliganj Region 2,Tushbhander,994,75,46,157,127,7288307,7094334,81424,193973,6075845,525,109416,6787581,6787581,142381000,84448477
OP Domain Rangpur,Kurigram Zone,Nageshori Region,Vitarbond-2,995,80,61,149,152,8707398,8467948,24900,239449,4981976,452,53370,5829958,5829958,166787000,98045375
OP Domain Dinajpur,Dinajpur Zone,Ambari Region,Chirirbandar-2,996,79,64,160,144,8116284,7805140,54314,311144,3555507,306,23981,5232767,5232767,142237000,78770501
OP Domain Dinajpur,Dinajpur Zone,Fulbari-2 Region,Madilahat,997,29,25,68,54,3173722,2974171,106419,199551,3839307,379,175976,4615641,4615641,62717000,35942183
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,Kobirajhat-2,998,67,63,120,114,5438810,5164988,38830,273822,5978409,685,40131,7236788,7236788,106803000,62628544
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,Sunamgnj Sadar-2,999,74,60,95,79,8395942,8174390,46497,221552,2268255,187,0,3385055,3385055,151780000,87883309
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Enatgonj-2,1000,43,36,74,66,6898399,6761433,14545,136965,1576250,190,0,2273223,2273223,131153000,77470501
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,Mirpur,1001,54,48,92,71,7259225,6898255,26107,360970,4870490,483,0,6646563,6646563,142605000,82774184
OP Domain Sylhet,Beanibazar Zone,Juri Region,Barlekha-3,1002,48,37,100,84,6976888,6864567,31631,112321,3148328,328,51818,3688120,3688120,134450000,79415883
OP Domain Rajshahi,Chapainobabgonj Zone,Gomastapur Region,Gomostapur-2,1003,69,57,135,121,5699198,5539404,33135,159795,2382578,221,50631,3115548,3115548,94406000,52822190
OP Domain Rajshahi,Chapainobabgonj Zone,Gomastapur Region,Shonaichandi-2,1004,80,52,182,165,6853163,6593776,23945,259386,3176574,279,82080,4282503,4282503,103758000,53319874
OP Domain Rajshahi,Chapainobabgonj Zone,Niyamatpur Region,Niamatpur-2,1005,88,70,176,166,7021389,6712265,79497,309124,5612983,594,307238,6881460,6881460,127444000,71843756
OP Domain Rajshahi,Chapainobabgonj Zone,Niyamatpur Region,Chowbaria-2,1006,95,70,187,167,6110167,6039960,25481,70208,3106695,363,71367,3481284,3481284,132250000,72447968
OP Domain Rajshahi,Chapainobabgonj Zone,Chapainawabganj Region,Chapainawabganj-2,1007,91,81,117,107,4734231,4634189,20538,100043,2986140,224,0,3344717,3344717,87218000,50840408
OP Domain Rajshahi,Rajshahi Zone,Mohonpur Region,Keshorhat,1008,74,56,125,107,6061937,5535679,94425,526257,9546469,753,661894,11936342,11936342,120193000,64932286
OP Domain Rajshahi,Najipur Zone,Sapahar Region,Sapahar-2,1009,103,76,224,221,8275508,8176059,41552,99449,1748292,124,203901,1959904,1959904,97868000,47398672
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,Ahsanganj,1010,62,43,115,93,6940025,6691155,41505,248870,4783331,422,50114,5608984,5608984,137186000,77922925
OP Domain Rajshahi,Naogaon Zone,Hapania Region,Bolihar-2,1011,67,54,115,105,5884243,5680470,35787,203773,5355020,357,232103,6073896,6073896,118631000,63438163
OP Domain Dhaka,Narayanganj Zone,Modonpur-1 Region,Sahebpara,1012,115,82,140,101,6558233,6343537,4394,214696,2878056,352,0,3499364,3499364,119052000,61834890
OP Domain Dhaka,Narayanganj Zone,Narayanganj Region,Matuyal,1013,108,77,125,102,7159228,7025250,24381,133979,2190376,256,0,2730312,2730312,126835000,67233245
OP Domain Dhaka,Dhaka Zone,Kalyanpur Region,Ahammed Nogor,1014,71,84,77,79,7806506,7064435,5919,742070,5409702,438,0,8771935,8771935,135870000,74791457
OP Domain Dhaka,Dhaka Zone,Cheragali Region,Sainboard,1015,80,63,121,110,8895696,8442670,52311,453026,8282695,606,72815,10316949,10316949,164525000,91910668
OP Domain Dhaka,Dhaka Zone,Kalshi Region,Pallabi,1016,80,44,106,81,7830425,7112632,66359,717793,7130650,690,172381,11477880,11477880,141767000,77038206
OP Domain Dhaka,Narsingdi Zone,Madhobdi Region,Panchdona,1017,61,40,104,90,7126299,6878893,90636,247405,5011986,396,0,5970189,5970189,132813000,75260421
OP Domain Dhaka,Narsingdi Zone,Hasnabad Region,Hasnabat South,1018,53,49,73,72,7278048,7056736,63870,221312,4912411,352,103859,5611869,5611869,136625000,76890556
OP Domain Dhaka,Narsingdi Zone,Hasnabad Region,Velanagar,1019,69,60,90,83,7718204,7472548,59997,245655,5041412,340,0,5682344,5682344,143115000,81039688
OP Domain Dhaka,Dhamrai Zone,Dhamrai Region,Polly Bidutt,1020,37,24,58,37,5258137,4948858,51233,309280,7915246,331,771038,9475115,9475115,114955000,64257989
OP Domain Dhaka,Dhamrai Zone,Kashimpur Region,Barenda,1021,57,46,71,62,5344447,4923178,14428,421268,5084786,372,360888,6523670,6523670,109437000,60255456
OP Domain Bogra,Joypurhat Zone,Hakimpur Region,Dugdugihat,1022,63,40,103,70,3509107,3290096,25284,219011,4509254,362,316802,5404325,5404325,90740000,44885195
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,Bakshiganj,1023,107,0,42,0,3540,3540,0,0,0,0,0,0,0,3930000,3540
OP Domain Mymensingh, Netrokona Zone,Mymensingh Region,Phulpur ,1024,58,0,36,0,0,0,0,0,0,0,0,0,0,2500000,0
OP Domain Mymensingh,Gazipur Zone,Trishal Region,Balipara,1025,85,0,56,0,3761,3761,0,0,0,0,0,0,0,4060000,29646
OP Domain Mymensingh,Netrokona Zone,Kishoreganj area,Karimganj ,1026,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  OP Domain Barisal,  Faridpur Zone,Bhanga Region,Saltha ,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
